nom_pmu,pere,mere,bms
SILVER DIME,JASMIN DE FLORE,CALESMY CLOTILDE,MOKTAR
BOURBIANA,MON OUITON,KOLA DES DURIERS,VALMONT
MASS,BORGIA III,ASSY II,LIGNERY
PRIVATE PROPERTY,EXTREME AUNOU,SQUAW D'OMBREE,FLORESTAN
ANGEL BELLA,MEMPHIS DU RIB,LIMELIGHT,VIKING'S WAY
JENSCO,CLIF DU POMMEREUX,PIACENZA,SEBRAZAC
MI BAGO,MITSOUKO,BABETTE FRISCO,LUCKY WILLIAMS
GIOCOSO,KESACO PHEDO,AINTREE,KENOR DE COSSE
BUILT,RASH,QUATTY DE PRERE,HERIANGO
LAGYNOS,RENOSO,NILEONOTE,EQUILEO
WENDELSSOHN,AKTAIOS DE JIEL,AIDA DE VILLENEUVE,FAKIR DU VIVIER
GIGABIT,PORT MAHON,UTIGA,NESSUS III
HELLACIOUS,QUARTZ DE FAEL,VENISE COSTARDIERE,NEZ PERCE
PRIME POWER,,,
BARKER,IOBARKO,QUARINA DE LA FONT,SEDDOUK
DARK RYE,ECHO,NATIVE DU LOIR,ARNAQUEUR
CASTLE RUN,OMNIFER,PRINCATRA,CETON F
SOULAGE,KAISER TROT,FLEUR DE PRERE,QUIDY L M
PIPPEN,GROS GRAIN,EGOROVA,FAKIR DU VIVIER
VIGNELLI,NOLTEN DE CHENU,PERLE DE GASTINE,FORT D'ORANGE
ROSZAL,HALBRAN II,,
JAMINUS,JET DU VIVIER,BIHAMIKA,ISPAHAN
KASSAB,VIN CHINON,CASA DEL MARE,JETON
WHY NOT,,,
EN CHANTANT,KHMER,RIVE ENCHANTEE,IDEAL QUITO
FLYING SPUR,JUMPY,IRIDOLINE,KUBLER L
LIBERTY LOU,CLIF DU POMMEREUX,ROLLS DES CAILLONS,DEFI D'AUNOU
MICHELADA,FLORISUGE,GOBERGE,JOKAI
KOSUMA,VAL DE L'AUBE,FUNA,MAITRE ATOUT
ON THE ROAD AGAIN,ECLAIR DU PAM,TRADITION,ERSIN
WAYKIKI,VARENNE,,
AWICK,HIGH ECHELON,PROVENCHERES,FORT D'ORANGE
MAZZALA,UFLAND,SOROCABA,FAKIR DU VIVIER
LOUIZA,AS EMERAUDE,QUEEN STUART,FAKIR DU VIVIER
NICOMEDE,HERMES DU BUISSON,FARADES,QUITO DE TALONAY
ESTIMA,THE BEST MADRIK,RAZZIA DU LYS,GOETMALS WOOD
SUNLY,KOREAN,FODESCA,NODESSO
AMICO,FULL ACCOUNT,KARLETTE,QUITO DE TALONAY
KING TREZY,CLASSIC WAY,TIDELKA TEJY,ISLERO DE BELLOUET
CANKOURA,OSCAR R L,OGANOURA,QUIROGA II
NASH CEGE,CARAT WILLIAMS,CALLIOPE BEGONIA,LOOK DE STAR
GOLDEN WEAVER,VITTEL DE BREVOL,RIVIERE DU CLOSET,CYGNUS D'ODYSSEE
MARSOUL,UN AMOUR D'HAUFOR,D'AVENTURE,BLUE DREAM
ABSOLUTO,MEMPHIS DU RIB,OUENZA DE BELLOUET,INSTALL
IMLAIHA,PANCHESTER,COSA NOSTRA,ROYAL LUDOIS
LELLE A.T.M.,PALERMO,TELLE PILE,GARDE PILE
OTELLA,GERFAUT DE POULINE,ESTELLE DE L'AUBE,OKTAR
NO COMMENT AA,VIKING'S WAY,ELEGANTE DU VERNAY,RITON DU GITE
SAVONAROLA,GAI BRILLANT,JESA CHAMP BLANC,CRITERIUM D'OMBREE
GLEN KILN,,,
FLICK,ULYSSE,THALASSA JIEL,MILORD DRILL
CULTURE WAR,PASSWORD,QUESTION DE CHARME,LOVE YOU
CASH BONUS,KOREAN,NABELLE BONBON,HALIMEDE
ROYAL GUARD,BLACK DU CLOS BUET,CEGADENA,OQUIDO
DROP SHOT,,,
NIMAH,FEU VIOLET,CYATHEE,RODOSTO
CARMEL COAST,FIRSTLY,NIELLA DEL CAMPO,CHAMBON P
MAE TOWN,MAJAC,ELITE DE LA HAGUE,VARUM D'OMBREE
RIVER WIND,CETON F,IDYLLE DES MAUGES,REZA GRANDCHAMP
GOODALL,UN UPPERCUT,TATIANA,CHEF DU CHATELET
BIUTIFUL,OZIO ROYAL,PASSION D'IROISE,COKTAIL JET
ZAIRETH,MAHARAJAH (US),,
DONA CLOTA,MARCO BONHEUR,KASARA,PATARA
FIESTA POP,REGAL DE BELLOUET,BELLA POP,NOBLE ATOUT
ASTROLOGIA,KIMBERLAND,ODYSSEE D'ARTILLY,MARIO
NAMTARRA,COROT,IMMTARRA,PRINCE ATOUT
GAROTINO,HOARO,VALENTINE C,FEU FOLLET X
SANTA AMALIA,ISPAHAN,FRANCA MARIA,QUINCY
NATHALINA D'ARGENT,URLANDO D'OR,SOURCE D'ARGENT,LUCKY D'HILLY
NEBULEUSE D'EYMY,TITAN D'OCCAGNES,DORA JOSSELYN,TUCSON
NEW FRIEND,INVINCIBLE CASH,ARETHUSE,GOETMALS WOOD
LUCKY SANT,PAMPONET,QUASCOTTE,HELLOUET
NINOUSKA,FACE TIME BOURBON,ANGELICA,ORLANDO VICI
NINA SUPREME,UN MEC D'HERIPRE,FLOWER POWER,LOVE YOU
NO LIMIT BECO,SEDUISANT FOUTEAU,AURORE D'OSTAL,TENOR DE BAUNE
LEMON DROP,TOTEM D'AZUR,DEPIA FRAZEENNE,SANCHO TURGOT
NADJA DES CAILLONS,FEELING CASH,BOMBE DE CAILLONS,GOETMALS WOOD
KING AULNAIES,PRODIGIOUS,ALASKANIA,PASSWORD
NAIADE VRIE,TIEGO D'ETANG,HAUTE VIGNE VRIE,VELASQUEZ VRIE
L'ENVIE D'ENZO,ROC MESLOIS,RENIA DU LAUDOT,IDEAL DE L'ITON
KING KONG DANOVER,LAND DANOVER,ROMANEE DE L'ARCHE,KOREAN
LUDIVINE DU CLOS,PAGALOR,DEMOISELLE DU CLOS,FLASH DE COSSE
NAO YAMM,SEDUISANT FOUTEAU,DYNAMIQUE YAMM,RANCHO GEDE
LOVE ME SENOVILLE,DUCATO BOURBON,DOREE DE SENOVILLE,QUIRKY JET
LABEL BOY,UN AMOUR D'HAUFOR,CESSE GIRL,JASMIN DE FLORE
NINJA D'HAVARD,FOR YOU MADRIK,UTOPIE SPEED,TENOR DE BAUNE
NAOMI SAUTREUIL,UNIVERS DE PAN,CAPELLE,QWERTY
NICOTINE SOMOLLI,CLIF DU POMMEREUX,ESCALE SOMOLLI,ROLLING D'HERIPRE
NESKA DES ERABLAIS,DIABLE DE VAUVERT,CLARA DES ERABLAIS,QUATRE JUILLET
NOSTRA VIA PHEDO,TIEGO D'ETANG,ANKHESENAMON,HISTORIEN
NYMEAS D'ELA,SAXO DE VANDEL,ONDINE D'URZY,GOETMALS WOOD
NOVA CASTELETS,GOTLAND,BELLE DE CERPI,PRODIGIOUS
NOMEN NESCIO,READY CASH,CHARMEUSE MAJYC,PRINCE GEDE
NICEST OF PACE,PRODIGIOUS,BESS QUEEN,COKTAIL JET
NOTRE PRINCE,PRINCE GEDE,ELEGANTE DU GITE,ROCKLYN
MURPHY DES LANDES,CLASSIC WAY,DARLING DES LANDES,SCIPION DU GOUTIER
MISTER CITY,SEDUISANT FOUTEAU,ATHENA DE BLAIN,FLASH DE COSSE
KINDLINESS,RADJAH DE TALONAY,ERIGA D'OISON,GAZON
MARIO CART,UN CHARME FOU,ALTESSE DU LUPIN,MEAULNES DU CORTA
KEY TO THE HIGHWAY,REPEAT LOVE,NENETTE VERTE,HETRE VERT
MUSEA,GALIUS,BIONIKA,MEMPHIS DU RIB
KAYAK GEMA,SINGALO,BOREALE GEDE,COKTAIL JET
KITY DE LA MORTRIE,QUIF DE VILLENEUVE,CORFOU,OISEAU DE FEUX
KARAMEL NOIR,SAM BOURBON,ETOILE NOIRE,SAXO DE VANDEL
KIRPAN DU PATURAL,BUTLER,RANI DU PATURAL,IF ONLY
MELEA DU CHENE,DJANGO RIFF,ELEA MADRIK,GOETMALS WOOD
LA BELLE MISS,QUAKER JET,QUELLE MISS WIC,GOBERNADOR
LUMIERE DE BAILLE,FACE TIME BOURBON,BERENICE'S FELLA,OISEAU DE FEUX
MALO DE BRASSE,NIKY,EXTREMA BELLA,OFFSHORE DREAM
KEMER SI,OH JAMES,DIDYLLE SI,ODEISIS DE VANDEL
LILY BAM,QUE JE T'AIME,CACCIA DE BANVILLE,CYGNUS D'ODYSSEE
MELODIE DES DAMES,DUCATO BOURBON,CHIC ET FASHION,CYGNUS D'ODYSSEE
N'OUBLIE PAS,ROC MESLOIS,CASA,GAZOUILLIS
NO TIME TO DIE,ERIDAN,ELOA DE VILLENEUVE,REPEAT LOVE
NASH DE VANDEL,PRINCE GEDE,MAELIA DE VANDEL,COKTAIL JET
NAHAR DE BEYLEV,EXPRESS JET,FRIDA DE BEYLEV,READY CASH
NUAGE DE BEYLEV,ELVIS DU VALLON,DINA DE BEYLEV,READY CASH
NICE NORMANDIE,BACCARAT DU PONT,ADEMAS,KAOLAS
NACRE DE GODREL,ORLANDO VICI,ISHTAR DE GODREL,TIMOKO
NIKIE DES GAUDINES,GARIBALDI,FIGUERA MARBOULA,THE BEST MADRIK
NI OUI NI NON,CHARLY DU NOYER,GLOIRE ET BEAUTE,MEAULNES DU CORTA
NORA DE BEYLEV,ELVIS DU VALLON,ETOILE DE BEYLEV,COKTAIL JET
NIKITA DU SAPTEL,QUAKER JET,FLAVIA DU VIVIER,ROMBALDI
NOUVELLE MODE,ENFANT DU CORTA,FASTIDIEUSE,NEWCOLD R S
NAXOS VINIERE,SAXO DE VANDEL,AMITIE VINIERE,KAISER SOZE
INFANT ROYAL,TIMOKO,VALIE ROYALE,OURAGAN DE CELLAND
NINO LOMIG,TAG WOOD,VANINA JIP,KIWI
NOOR DE CHENU,BOCCADOR DE SIMM,BONNE CITRONNADE,READY CASH
NESPO DU POMMEREUX,DIJON,VAYA DU POMMEREUX,GOETMALS WOOD
MANINI,NI HO PED D'OMBREE,NIKITA DU TRESOR,VIVALDI DE CHENU
MUSE DE FACQUE,GALIUS,EROINE DU THENNEY,OFFSHORE DREAM
MALICE D'ENFER,DIJON,BEAUTE D'ENFER,FULL ACCOUNT
MARA DE BEAUFOUR,BOCCADOR DE SIMM,CHIPIE JOLIE,LOVE YOU
MELODIE D'ARPENT,TSAR DE TONNERRE,ASTRIA NOBLE,JASMIN DE FLORE
MELODY DE MADKER,COQUIN BEBE,VODKA DE MADKER,FULL ACCOUNT
MELODIE GIRL,UN CHARME FOU,DIVINE GIRL,NOTRE HAUFOR
MACHA DE GUEZ,HELGAFELL,GUEZ DE GUEZ,ROMCOK DE GUEZ
MENTION D'HERMES,FAIRPLAY D'URZY,TEMPETE D'HERMES,FLEURON PERRINE
MALICE DE GUELLE,CAPTAIN SPARROW,FETE DES RACQUES,LOVE YOU
MARITZA VICI,COUP DE POKER,DRUSILLA VICI,QUATRE JUILLET
MAMMA MIA MAUVE,UN CHARME FOU,KERSITA,SPEED CLAYETTOIS
MAJOR D'ARSA,ROLLING D'HERIPRE,FILLY D'ARSA,TORNADO BELLO
MACKER DU SCION,DOLLAR MACKER,BEAUCHANAISE,JAG DE BELLOUET
MALUCO JETS,DESIR CASTELETS,CALIENTA JETS,JEANBAT DU VIVIER
MAGIC DE LA NOEMIE,UNICLOVE,ELIA DE LA NOEMIE,INSERT GEDE
MAGGIOTTI,DREAMER DELO,CRAZY VAUCEENNE,QUIRKY JET
MALESTROIT ROSE,VIGOVE,QUATIE CASTELETS,TENOR DE BAUNE
MAJESTUEUX,EL VILLAGIO,DIANE DE CORBERY,OPUS VIERVIL
MAVERICK DOLUCIO,ASTOR DE ROZOY,FEERIE D'AURE,SAXO DE VANDEL
MADE IN RENARDIERE,UNICLOVE,ROSEE RENARDIERE,JAG DE BELLOUET
LE TAJ MAHAL,FACE TIME BOURBON,COLOMBE ROYALE,SAM BOURBON
SYSKO,HAND DU VIVIER,MYSTA,PELICAN DU PONT
PETIT PIERRE,SEIGNEUR,HERANGERE,L'X
POLCA,GALOPIN DU RAVARY,AVERSE,KINO PILE
TOSCANE,HYMOUR,HUNGRIA,QUINCY
BEST WAY,PRODIGIOUS,KISMET,COKTAIL JET
ASTRAL DREAM,MEAULNES DU CORTA,QUOTANE DE MESANGY,HERMES DE PERICARD
MISSRIYA,CALADAN,FIERE DU CAPRICE,MALOUIN
BAIKAL,PACTOLE DE TILLARD,OSELSINGA,CARLOS PELO
WOLLEMI,JAM PRIDEM,,
NEPETA,REVE D'UDON,SUVA,SEDDOUK
GARIGA,VIGAN,ARINELLE,FEAL
HOSAKA,UN MEC D'HERIPRE,PASSION DE BOMO,TENOR DE BAUNE
HURRICANGO,THORENS VEDAQUAIS,TAKEN FARCAP,HAND DU VIVIER
INTO THE SKY,DJANGO RIFF,ROYAL CROWN,LOVE YOU
POWER BLUE,BIRTH OF NATION,GOELA DE QUETTETOT,ODAX
MAJOLIQUE,RUY BLAS IV,CORAL SEA,EURIPIDE
WORK,,,
ENGLISHMAN,REACH DE VANDEL,QUIETUDE,ACHILLE
VASY,OUISTITI F,GRETA WILLIAMS,NARCISO
HONEY DUTCH,BISCUIT DELAVERA,VAS Y NENETTE,GAZOUILLIS
FINAL SCORE,TARASS BOULBA,TINA DU BEAUVOISIN,FLEURONNE
GREENWICH VILLAGE,SEIGNEUR UNIQUE,TOQUE BLEUE,JOYEUX CHAMBON
CORRUPTION,FEROE,JOHANNA DU GUE,BEAUSEJOUR II
CRAZY MASON,QUIRKY JET,JAMAIQUE DU PONT,BACCARAT DU PONT
DASHMAN,OZIO ROYAL,ORIGINE NOBLE,USTANG DE MAI
MERCANTE,VOLNEY,TA VERONIQUE,DIC WILLIAMS
SO HAPPY,KOREAN,FOLLE CHARMEUSE,PASSIONNANT
THE PUMA,INSERT GEDE,ISIS BOURBON,COKTAIL JET
RENEGADE,JULIANO STAR,ECHOA,RITON DU GITE
POTENTE,ESCAM,GALLIATE,QUEBEC III
ROBUSTA,FILOU DE LA GRILLE,CAWA SPEED,LOUSTIC DE LA TOUR
STRASSERA,AND ARIFANT,FRANCE DE RY,PASSIONNANT
NABUCCO YOREAL,DUCATO BOURBON,ESPERANZA D'ELA,ROLLING D'HERIPRE
NOISETTE D'ATOUT,UP AND QUICK,FEE D'ATOUT,COKTAIL JET
NETWORK,FIFTY KALOUMA,DARGEVILLE,TUCSON
NARCOS DU NOYER,READY CASH,CIRCLE DRIVE,GOETMALS WOOD
NOLA DU VIVIER,CUPIDON DU VIVIER,DIVA DE CARSI,HULK DES CHAMPS
NUANCE DE STAR,GARIBALDI,STAR DE MELJAC,KID BLUE
NEMO LUDOIS,HOHNECK,FOSCA LUDOISE,LOOK DE STAR
MOTACHA,QUAKER JET,DAKYRA,READY CASH
MANUREVA LOUNA,BON COPAIN,BIMBO DE NAPPES,SAXO DE VANDEL
KIRELLA,LOVE YOU,URELLA,GANYMEDE
MAYERLING DU BARNE,DESIR CASTELETS,BALLADE DU BARNE,ESTERHAZY
MADE IN KACY,BOLD EAGLE,SAGAMATHA,COKTAIL JET
MONTAGNACOIS,CAHAL DES RIOULTS,CADENCE D'URZY,SCIPION DU GOUTIER
KOMREVEE DIESCHOOT,UP AND QUICK,DAURELIE DIESCHOOT,QUIF DE VILLENEUVE
JIVAGO DU RILER,CLASSIC WAY,ONE CLASS,ECLAIR DE VANDEL
MAESTRIA DE YEDRAG,VERY NICE MARCEAUX,ETOILE DES YEDRAG,UN MEC D'HERIPRE
POCKETING,BUVETIER D'AUNOU,IN THE POCKET,KIMBERLAND
LOLA,URANE SAUTONNE,BINGEN,LISZT
GRAND TURBO,,,
MORE MIO,HONUS,JILLINGEN,TAGLIONI
NOMURITA,VALMONT,EDOMERICA,MARIO
NIZA SAS,DANCE MARATHON,EGLANTINE D'ARCHER,JACOBINUS
NEMO DE MAYANS,GAI BRILLANT,BELISHA,FAKIR DU VIVIER
NARCO,CABALLIO IN BLUE,BRODEUSE,NERIC BARBES
NURIA BM,EXCELLENT,FESTA DES VALS,UNICLOVE
NURI A,EXCELLENT,FESTA DES VALS,UNICLOVE
NEW STAR CB,TORNADO BELLO,ULLA BECO,INDY DE VIVE
NED BLAI,ESOTICO STAR,NEFERTITI,CHAMBON P
MINISSIA,DROLE DE JET,TISSIA DES TOUCHES,NI HO PED D'OMBREE
NIKA DE KOR,VIVIER DE MONTFORT,ELISA DE MONTFORT,KEPI VERT
NA JYL,LOOK DE STAR,GENY,OURAGAN DE CELLAND
NELSON DE NIT,CAPRICE BARBES,DORINA,KISIN
MIESQUE DANICA,DOLLAR MACKER,ADANA,NIJINSKI BLUE
NEC PLUS UXIE,GALIUS,UXIE DU VIVIER,INDY DE VIVE
NEW LOOK,CAPRICCIO,CANEBIERE,NIANGON
ILLICO DES BAUX,SAXO DE VANDEL,MILADY DES BAUX,CLASSIC RODNEY
NOBEL DE LA COTE,ERIDAN,IGRACE DE LA COTE,ROYAL DREAM
NORBLIN OV,SO LOVELY GIRL,BRONZA,HAND DU VIVIER
NESQUIK DE BAFFAIS,BOLD EAGLE,FLEUR DE BAFFAIS,UNICLOVE
ICI PARIS EFJI,VIVALDO BELLO,UNE CAENNAISE,ISLERO DE BELLOUET
GONSARA,ICARE IV,PAX SAINT URBIN,HOARO
PACHEKIN,JANISSAIRE,JAVA DU CORDIEU,SAMOTHRACE
LADY LOT,USTANG DE MAI,ETERNAL FAME,SEIGNEUR RINGEAT
AZLEET,SPENDIC,,
INIS MOR,UBRIACO,REAL MUSIC,DEFI D'AUNOU
SILENCIOSA,GIFLOSAC,GIROFLEE DU VALLON,RUANITO D'ARC
SPICY MARG,GOETMALS WOOD,LUMIERE BOREALE,COKTAIL JET
TOULEEN,ULTRA DUCAL,BASSE PRESSION,KEPI VERT
VENETIAN SUN,DEFI D'AUNOU,KILIBISA,UNO ATOUT
FUNNY GIO,FACE TIME BOURBON,AMAZING GIO,ROYALTY FOR LIFE
CHEVAL FINALISTE 3,INCONNU,,
CHEVAL FINALISTE 2,INCONNU,,
CHEVAL FINALISTE 4,INCONNU,,
CHEVAL FINALISTE 1,INCONNU,,
CHEVAL FINALISTE 5,INCONNU,,
CHEVAL FINALISTE 6,INCONNU,,
CHEVAL FINALISTE10,INCONNU,,
CHEVAL FINALISTE 7,INCONNU,,
CHEVAL FINALISTE 8,INCONNU,,
CHEVAL FINALISTE 9,INCONNU,,
CHEVAL FINALISTE11,INCONNU,,
CHEVAL FINALISTE12,INCONNU,,
RAINLINE,GAI D'HAUTMONIERE,GARGARINE,PELICAN DU PONT
CHEETO,,,
CHEVAL FINALISTE13,INCONNU,,
CHEVAL FINALISTE15,INCONNU,,
CHEVAL FINALISTE14,INCONNU,,
WEST STAR,LOOK DE STAR,OREOLA MELODY,HERMES DE PERICARD
GABILANA A,QUITUS DU MEXIQUE,UA UKA MONTMARCE,OTELLO PIERJI
TOTA LC,GAI BRILLANT,IDEALE,TENOR DE BAUNE
LANDINA,VACCARES II,UDIPI,TIGRE ROYAL
ALBA MARIA,COKTAIL JET,MADRE MARIA,GOETMALS WOOD
MADONNA,ABANO AS,,
OLD WINE,GANYMEDE,GOLD NEW,NEW QUICK
POUPEE,IN FOOT,ILANA,PYTHAGORAS
NOE DU PORZAY,ROC MESLOIS,DONA DE TOUCHYVON,REAL DE LOU
MANDARINE,FACE TIME BOURBON,HONORA AVIS,PRODIGIOUS
NEGRITA,EQUINOXE,ENERGIE CEHERE,TORINO D'AUVILLIER
MUTIN DU SABLIER,KIWI,PREUVE DU SABLIER,DERBY DU GITE
MIMOSA DEVOL,DRAGON DES RACQUES,URISSA TIVO,PRINCE D'ESPACE
NEW LADY DELO,DJANGO RIFF,DUBAI UNION,LOVE YOU
NOCE DE L'ECLAIR,ECU PIERJI,ETOILE DE L'ECLAIR,ECHO
NOLEVAL,LOOK DE STAR,FABELLA DES LIARDS,OFFSHORE DREAM
NONAME DE CHENU,BIRD PARKER,DEDICACE DE CHENU,GOETMALS WOOD
NIKITA D'AUVILLIER,ROC MESLOIS,PEPITE DE GAUTIERS,FLASH DE JIEL
NOVELINO,GOETMALS WOOD,VELINOTTE,DAUGA
NUMBER ONE D'OBRET,MEMPHIS DU RIB,FAME D'OBRET,COKTAIL JET
NUIT SAINT GEORGES,REVE DE BEYLEV,SAHIA DU BELLAY,JAM PRIDEM
NEW YORK STEF,SINGALO,DYNASTAR,COKTAIL JET
MAGIE D'ORLY,ALTO DE VIETTE,ULINE DE CARSI,KESACO PHEDO
MISS ROBINSON,GO ON BOY,VICTORY PAGE,CAPRICCIO
L'AMOUR EN VRAI,ECU PIERJI,UNE DE L'OISON,MEAULNES DU CORTA
NORMANDIE FASHION,AVE AVIS,DONIBANE,LET'S GO ALONG
NOW OAKS,USTANG DE MAI,GAIA SOMOLLI,TARASS BOULBA
L'OR BLANC,DORE BLANC,FOPESCA,TIBURCE II
KRAQUITA BELLA,NI HO PED D'OMBREE,DULCIA BELLA,KIWI
NEW ATOUT,ORLANDO VICI,BLISS NEVELE,READY CASH
GRANDGADOR,MENTOR DES QUARTES,VARIABELLE,GUILBO
NIAGARA DU LOISIR,CYPRIEN DES BORDES,ESTAMPE DU LOISIR,HULK DES CHAMPS
NEPTUNE AU VENT,BRILLANTISSIME,FLOWER DE DUSSAC,BIESOLO
ADIX,IGAN D'AMBLOU,LADY MONNERIE,ALAIN D
NAJDAM,DAN DES SARTS,HERMINE DE LA SEIM,VAL DE LARA
THE SINNER,CAPRICCIO,BRIGNOLES,JET DU VIVIER
INFINITY SUN,KEPLER,URSULA SMILING,KAISY DREAM
TINOPASA,NOBODY DU CHENE,INOSA DU CHENE,JIOSCO
NORIASKA,RODRIGO JET,GLORIA SKY,OURAGAN DE CELLAND
MIMILE SOUL,FRUIT ROSE,BELLE DE JOLET,NICIAS GRANDCHAMP
BOURBONNAIS,MON OUITON,KOLA DES DURIERS,VALMONT
PACHA DES BEAUX,HARDI TENOR,FLEUR CHARENTAISE,QUECASTLY
LULU THICEMA,DIJON,AIGLONNE THICEMA,JASMIN DE FLORE
LOCKED UP,VIGOVE,GAVOTTE DU LOIR,QUARO
LAIOS DU GOUTIER,LOVE YOU,FYLLA DU GOUTIER,SCIPION DU GOUTIER
NIERMES DE GUEZ,UN MEC D'HERIPRE,ILICIA DE GUEZ,REAL DE LOU
MANON DU RIED,LOVE YOU,SOPHORA DU RIED,CYGNUS D'ODYSSEE
MANON DU CHENE,DIABLO DU NOYER,STAR DU CHENE,COKTAIL JET
CALLAWAY,QUALMIO DE VANDEL,MISS DU CLOSET,ECHO DU TONNERRE
TSUNAMIA,DEFI D'AUNOU,LAIS DE LA DUCHEE,FRA DIAVOLO
PRINCESSE BLONDE,BORGIA III,COMTESSE,RUBIS ROYAL
LUNA SORELLA,GU D'HERIPRE,BARINA,QUISLING D'ANJOU
NIRZAN,TAG WOOD,BELLE DU VIEUXCOUR,MARK SPEED
RUFFUS,FUCHSIA DU LAYON,HILARIA,TAGLIONI
VANGELIS,JADE BOCAIN,JURSIE DES PLAINS,URS D'EREVAN
BANDERAS,POWER JET,RISE AND SHINE,JASON DE VANDEL
BROWNING,SANCHO PANCA,MISS DU DETROIT,DAHIR DE PRELONG
ROMAINE,URANE SAUTONNE,DORONIQUE ROMAINE,DORANIC D'OVILLARS
ENDORSE,TARASS BOULBA,AMELIE DU CORTA,MAITRE ATOUT
YOOKY,ROMBALDI,QUOLINA,EXTREME DREAM
FIRENZE KEY,LILIUM MADRIK,PARK AVENUE JET,COKTAIL JET
HELSBY,PASSWORD,UNE DU TERME,ECLAT DE LA CRAU
BLACKMORE,PARIS HAUFOR,QUIEN ES HAUFOR,FLEURON PERRINE
AMARROTO,COROT,LICORNE WILLIAMS,BRUNSWICK
DARYZAN,TRESKOOL DU CAUX,SAPHINETTE,MAGOT DU RAVARY
MEMORY,PRODIGIOUS,FAMOUS QUALITY,ROCKLYN
MISTER BURG,BUICK,FRANCE NOUVELLE,GRANDVILLIERS II
CALINEDENUIT,PRINCE DES CRIERES,NUIT D'OPALE,BOUCANIER
LADY CHNAK,BOOSTER WINNER,CYBELE MONTAVAL,POWER JET
LARRY WINK,FORTUNA FANT,ALEXANDRIE GITANE,FAKIR DU VIVIER
ALLEGRESSE,OAKWOOD DU CLOSET,HEROINE D'ARGENT,TRIOMPHE DE ROZOY
LADY DANAE,VIKING'S WAY,DANAE GRANDCHAMP,NICOS DU VIVIER
MODELLING,COKTAIL JET,ENCORE ELLE,TARASS BOULBA
L'ANNONCIADE,NYSTAG,GUITARE D'AMOUR,PETIT MIMILE
POWERLIST,J'AIME LE FOOT,CENTAUREE,ROC MESLOIS
VALSERINE,LE BIG BOSS,JERICHO DU RIB,DAHIR DE PRELONG
TARATEEL,LOULOU JET,LUCRECE TURGOT,ACHILLE
AUTENTICA,,,
DANCE GONE,NIL,ODE A LA JOIE,CEDRE DU VIVIER
ZAHIM,NEVELE CERO O,,
FAUSTIMINE,UNCARING,VATIK,DAHIR DE PRELONG
PETIT GENIE,GINGER SOMOLLI,FOLIE DU NOYER,PENNACCHIO
ROBIN HILL,,EARLY WILLIAMS,SUPER EXPERT
SIR DASCH,JAG DE BELLOUET,MELISSA DES CHAMPS,BLUE DREAM
NAFHA'A,GOUVERNEUR,FURETIERE,SAULE
MUTAZ,STABLINSKI A L,RAPSODIE R L,JOB
WISHFULL,,,
ROMEO AT,ORLANDO VICI,,
NOT YET,ESPOIR DE THUNE,DANAE DU PRE,OLIGO
KREEDENCE,A NOVO,ENORA DES ROBINS,O SOLE MIO
EARLY MORNING,COKTAIL JET,PASSION D'AMOUR,JOYAU D'AMOUR
MONACOVILLE,PACHA DU PONT,SALIX MERITE,NOT DISTURB
ORASHI,IDEAL DU POMMEAU,CAMBRIDGE,COKTAIL JET
KARAMELO,CLIF DU POMMEREUX,CASCADE GELINIERE,QUALMIO DE VANDEL
MAX D'OLMEN,BRILLANTISSIME,VALERIE OLDESON,LOVE YOU
MONSIEUR GREY,EARL SIMON,DALIE DU CITRUS,MEAULNES DU CORTA
EPOKUNE,QUINTOLET,TAQUINE DU MANOIR,GRANIT (H.N.)
TAO TURBO,FACE TIME BOURBON,MAYA TURBO,RIEUSSEC
LOUIS MAZA,EXPRESS JET,EDITION MAZA,QUAKER JET
PAKITO KH,HIMO JOSSELYN,QUELLE TOUCHE,GREEN DU VOULGIS
PAPILLON DE NUIT,ESOTICO STAR,DARONE,EJAKVAL
QUEEN OF PARIS,MISTER J.P. (SE),,
KATHE,ROLLING D'HERIPRE,THAT'S LIFE,CHEF DU CHATELET
VILNIUS,HULK DES CHAMPS,KALIFIEE D'YLEA,SEDDOUK SUPER
JACKSTONE,CHE JENILOU,TOQUE ORANGE,GANYMEDE
WINGMAN,FABULOUS WOOD,UNIFORMITY,PASSWORD
MAHAROSE,DIABLE DE VAUVERT,ASGANINA,L'AS DE NEIGE
INFINIDASH,VAUX LE VICOMTE,ULTRA PRINCESS,PRINCE D'ESPACE
HONEY BEAR,READLY EXPRESS,,
DONNABELLA,ROMBALDI,MISS DU COGLAIS,DEFI D'AUNOU
FLONIS,ROMCOK DE GUEZ,VIMAGINE,KOREAN
TROUBLE,JEANBAT DU VIVIER,GRISE MINE,PELICAN DU PONT
NAIN BLEU,GLANEUR DE CHENU,EVARIANE,PHIDIAS F
NAKADORI,BONHEUR DE TILLARD,GAMINE DE CHAPEAU,VOSSARI
CELAGO,REPEAT LOVE,ROUPALA,GANYMEDE
GENTLEMAN VALLEY,PARIS HAUFOR,NAZLA VALIERE,BALOU BOY
MEZCAL,DOBERMAN,FABULEUSE COCO,SAXO DE VANDEL
MIDNIGHT D'ERI,GOLDEN BRIDGE,ESTRELLA BLUE,VILLAGE MYSTIC
MINKO QUICK,DOLLAR MACKER,FLOWER QUICK,BLUE DREAM
